date,country,Tor Relay,Tor Bridges,Total Users Estimated,frac
12/15/17,iq,1076,19,1095,78
12/16/17,iq,1119,23,1142,82
12/17/17,iq,1080,17,1097,82
12/18/17,iq,1060,18,1078,82
12/19/17,iq,1138,18,1156,78
12/20/17,iq,1069,20,1089,83
12/21/17,iq,1082,22,1104,83
12/22/17,iq,1087,23,1110,85
12/23/17,iq,1062,24,1086,87
12/24/17,iq,1106,28,1134,86
12/25/17,iq,1162,25,1187,86
12/26/17,iq,1043,26,1069,86
12/27/17,iq,1070,33,1103,86
12/28/17,iq,1097,27,1124,82
12/29/17,iq,1076,23,1099,86
12/30/17,iq,1095,22,1117,83
12/31/17,iq,1059,28,1087,88
1/1/18,iq,1173,27,1200,83
1/2/18,iq,1108,21,1129,82
1/3/18,iq,1076,25,1101,82
1/4/18,iq,1083,26,1109,82
1/5/18,iq,1064,24,1088,86
1/6/18,iq,1144,26,1170,83
1/7/18,iq,1062,30,1092,83
1/8/18,iq,1050,33,1083,83
1/9/18,iq,1066,18,1084,85
1/10/18,iq,1054,,1054,82
1/11/18,iq,1074,,1074,81
1/12/18,iq,1094,,1094,84
1/13/18,iq,1098,,1098,83
1/14/18,iq,1101,,1101,82
1/15/18,iq,1124,,1124,81
1/16/18,iq,1090,,1090,80
1/17/18,iq,1089,,1089,82
1/18/18,iq,1103,,1103,83
1/19/18,iq,1185,,1185,78
1/20/18,iq,1165,,1165,78
1/21/18,iq,1048,,1048,83
1/22/18,iq,1021,,1021,83
1/23/18,iq,1082,,1082,82
1/24/18,iq,1115,,1115,80
1/25/18,iq,1143,,1143,78
1/26/18,iq,1173,,1173,77
1/27/18,iq,1151,,1151,78
1/28/18,iq,1189,,1189,74
1/29/18,iq,1122,,1122,76
1/30/18,iq,1112,,1112,56
